product_id,product_name,product_category,price,discount_percent,discounted_price,rating,quantity_sold,review_count,customer_region,payment_method,image_url,description,in_stock,delivery_days
P0029,Levi's 501 Jeans,Clothing,8456.64,25,6342.48,4.2,966,4068,North,Debit Card,https://dummyimage.com/300x300/E74C3C/ffffff?text=Clo,Best Clothing product with 25% discount. Levi's 501 Jeans - High quality product with 4.2 star rating.,True,5
P0030,Puma RS-X Sneakers,Clothing,3092.93,35,2010.4,4.5,1228,4497,North,Debit Card,https://dummyimage.com/300x300/E74C3C/ffffff?text=Clo,Best Clothing product with 35% discount. Puma RS-X Sneakers - High quality product with 4.5 star rating.,True,6
P0031,Zara Blazer Jacket,Clothing,4345.43,25,3259.08,5.0,8764,2486,East,COD,https://dummyimage.com/300x300/E74C3C/ffffff?text=Clo,Best Clothing product with 25% discount. Zara Blazer Jacket - High quality product with 5.0 star rating.,True,6
P0032,Gucci GG Marmont Bag,Clothing,9854.0,0,9854.0,3.8,8006,816,East,Debit Card,https://dummyimage.com/300x300/E74C3C/ffffff?text=Clo,Best Clothing product with 0% discount. Gucci GG Marmont Bag - High quality product with 3.8 star rating.,True,1
P0033,H&M Slim Fit Dress,Clothing,1132.25,20,905.8,4.8,1070,2328,Central,Credit Card,https://dummyimage.com/300x300/E74C3C/ffffff?text=Clo,Best Clothing product with 20% discount. H&M Slim Fit Dress - High quality product with 4.8 star rating.,True,3
P0034,Supreme Box Logo Hoodie,Clothing,14714.81,15,12507.59,3.9,990,2976,North,COD,https://dummyimage.com/300x300/E74C3C/ffffff?text=Clo,Best Clothing product with 15% discount. Supreme Box Logo Hoodie - High quality product with 3.9 star rating.,True,1
P0035,Louis Vuitton Belt,Clothing,6223.03,25,4667.27,4.5,1905,2734,South,PayPal,https://dummyimage.com/300x300/E74C3C/ffffff?text=Clo,Best Clothing product with 25% discount. Louis Vuitton Belt - High quality product with 4.5 star rating.,True,2
P0036,Ray-Ban Aviator Sunglasses,Clothing,13221.91,0,13221.91,4.8,7570,4342,Central,PayPal,https://dummyimage.com/300x300/E74C3C/ffffff?text=Clo,Best Clothing product with 0% discount. Ray-Ban Aviator Sunglasses - High quality product with 4.8 star rating.,True,3
P0037,Tommy Hilfiger Polo Shirt,Clothing,4215.0,35,2739.75,4.9,5635,2951,North,Debit Card,https://dummyimage.com/300x300/E74C3C/ffffff?text=Clo,Best Clothing product with 35% discount. Tommy Hilfiger Polo Shirt - High quality product with 4.9 star rating.,True,1
P0038,Calvin Klein Boxer Briefs,Clothing,1528.64,10,1375.78,4.0,5929,2775,East,Credit Card,https://dummyimage.com/300x300/E74C3C/ffffff?text=Clo,Best Clothing product with 10% discount. Calvin Klein Boxer Briefs - High quality product with 4.0 star rating.,True,6
P0039,Under Armour Tech Tee,Clothing,4654.85,45,2560.17,4.8,9917,4778,East,Debit Card,https://dummyimage.com/300x300/E74C3C/ffffff?text=Clo,Best Clothing product with 45% discount. Under Armour Tech Tee - High quality product with 4.8 star rating.,True,5
P0040,Reebok Nano X3,Clothing,4437.37,20,3549.9,4.2,4879,877,West,COD,https://dummyimage.com/300x300/E74C3C/ffffff?text=Clo,Best Clothing product with 20% discount. Reebok Nano X3 - High quality product with 4.2 star rating.,True,4
P0041,New Balance 550,Clothing,2424.81,5,2303.57,4.3,1703,1683,North,COD,https://dummyimage.com/300x300/E74C3C/ffffff?text=Clo,Best Clothing product with 5% discount. New Balance 550 - High quality product with 4.3 star rating.,True,2
P0042,Vans Old Skool,Clothing,867.59,20,694.07,3.6,1160,1932,Central,Credit Card,https://dummyimage.com/300x300/E74C3C/ffffff?text=Clo,Best Clothing product with 20% discount. Vans Old Skool - High quality product with 3.6 star rating.,True,1
P0043,Converse Chuck Taylor,Clothing,6914.11,25,5185.58,4.6,7414,4993,Central,UPI,https://dummyimage.com/300x300/E74C3C/ffffff?text=Clo,Best Clothing product with 25% discount. Converse Chuck Taylor - High quality product with 4.6 star rating.,True,3
P0044,Fila Disruptor,Clothing,4092.1,10,3682.89,4.6,2754,3357,West,UPI,https://dummyimage.com/300x300/E74C3C/ffffff?text=Clo,Best Clothing product with 10% discount. Fila Disruptor - High quality product with 4.6 star rating.,True,6
P0045,Versace Eros Perfume,Clothing,12904.18,15,10968.55,3.8,6627,2480,Central,Debit Card,https://dummyimage.com/300x300/E74C3C/ffffff?text=Clo,Best Clothing product with 15% discount. Versace Eros Perfume - High quality product with 3.8 star rating.,True,6
P0046,Armani Suit,Clothing,9921.72,45,5456.95,4.4,2859,3252,South,PayPal,https://dummyimage.com/300x300/E74C3C/ffffff?text=Clo,Best Clothing product with 45% discount. Armani Suit - High quality product with 4.4 star rating.,True,1
P0047,Balenciaga Triple S,Clothing,8320.97,15,7072.83,4.4,8537,4593,West,COD,https://dummyimage.com/300x300/E74C3C/ffffff?text=Clo,Best Clothing product with 15% discount. Balenciaga Triple S - High quality product with 4.4 star rating.,True,4
P0048,Off-White Hoodie,Clothing,6128.46,0,6128.46,4.2,2748,3499,Central,Debit Card,https://dummyimage.com/300x300/E74C3C/ffffff?text=Clo,Best Clothing product with 0% discount. Off-White Hoodie - High quality product with 4.2 star rating.,True,1
P0049,Prada Bag,Clothing,9946.53,50,4973.26,3.8,4117,3374,South,UPI,https://dummyimage.com/300x300/E74C3C/ffffff?text=Clo,Best Clothing product with 50% discount. Prada Bag - High quality product with 3.8 star rating.,True,3
P0050,L-Shaped Sofa Set,Home,17491.16,45,9620.14,4.0,9827,3070,South,COD,https://dummyimage.com/300x300/2ECC71/ffffff?text=Hom,Best Home product with 45% discount. L-Shaped Sofa Set - High quality product with 4.0 star rating.,True,4
P0051,Solid Wood Dining Table,Home,34951.63,5,33204.05,4.4,422,729,Central,UPI,https://dummyimage.com/300x300/2ECC71/ffffff?text=Hom,Best Home product with 5% discount. Solid Wood Dining Table - High quality product with 4.4 star rating.,True,2
P0052,King Size Bed Frame,Home,21750.08,35,14137.55,4.7,1132,4080,West,PayPal,https://dummyimage.com/300x300/2ECC71/ffffff?text=Hom,Best Home product with 35% discount. King Size Bed Frame - High quality product with 4.7 star rating.,True,6
P0053,LED Study Lamp,Home,28531.47,0,28531.47,4.5,2924,4969,North,Credit Card,https://dummyimage.com/300x300/2ECC71/ffffff?text=Hom,Best Home product with 0% discount. LED Study Lamp - High quality product with 4.5 star rating.,True,1
P0054,Marble Coffee Table,Home,16682.43,50,8341.22,3.6,405,4172,North,Debit Card,https://dummyimage.com/300x300/2ECC71/ffffff?text=Hom,Best Home product with 50% discount. Marble Coffee Table - High quality product with 3.6 star rating.,False,4
P0055,Wall Mounted Bookshelf,Home,29098.46,20,23278.77,3.6,4501,2939,Central,Debit Card,https://dummyimage.com/300x300/2ECC71/ffffff?text=Hom,Best Home product with 20% discount. Wall Mounted Bookshelf - High quality product with 3.6 star rating.,True,1
P0056,Panasonic Microwave,Home,6559.77,20,5247.81,4.2,6551,3295,South,UPI,https://dummyimage.com/300x300/2ECC71/ffffff?text=Hom,Best Home product with 20% discount. Panasonic Microwave - High quality product with 4.2 star rating.,True,5
P0057,Dyson Vacuum Cleaner,Home,18194.84,5,17285.09,5.0,7251,954,West,Credit Card,https://dummyimage.com/300x300/2ECC71/ffffff?text=Hom,Best Home product with 5% discount. Dyson Vacuum Cleaner - High quality product with 5.0 star rating.,True,6
P0058,Philips Air Purifier,Home,35347.49,45,19441.12,4.1,6948,2682,South,UPI,https://dummyimage.com/300x300/2ECC71/ffffff?text=Hom,Best Home product with 45% discount. Philips Air Purifier - High quality product with 4.1 star rating.,True,6
P0059,Kent Water Purifier,Home,49345.34,0,49345.34,4.8,9882,511,North,UPI,https://dummyimage.com/300x300/2ECC71/ffffff?text=Hom,Best Home product with 0% discount. Kent Water Purifier - High quality product with 4.8 star rating.,True,6
P0060,Samsung Refrigerator,Home,35700.88,10,32130.79,4.7,5311,2215,East,PayPal,https://dummyimage.com/300x300/2ECC71/ffffff?text=Hom,Best Home product with 10% discount. Samsung Refrigerator - High quality product with 4.7 star rating.,True,6
P0061,LG Washing Machine,Home,25138.63,5,23881.7,4.2,9283,456,Central,Credit Card,https://dummyimage.com/300x300/2ECC71/ffffff?text=Hom,Best Home product with 5% discount. LG Washing Machine - High quality product with 4.2 star rating.,True,3
P0062,Bosch Dishwasher,Home,29585.07,40,17751.04,4.1,7586,824,North,UPI,https://dummyimage.com/300x300/2ECC71/ffffff?text=Hom,Best Home product with 40% discount. Bosch Dishwasher - High quality product with 4.1 star rating.,False,4
P0063,OTG Oven,Home,48917.13,20,39133.71,3.6,5358,1251,East,Debit Card,https://dummyimage.com/300x300/2ECC71/ffffff?text=Hom,Best Home product with 20% discount. OTG Oven - High quality product with 3.6 star rating.,True,1
P0064,Philips Toaster,Home,11623.65,0,11623.65,4.4,8063,3331,North,COD,https://dummyimage.com/300x300/2ECC71/ffffff?text=Hom,Best Home product with 0% discount. Philips Toaster - High quality product with 4.4 star rating.,True,6
P0065,NutriBullet Blender,Home,23327.18,20,18661.74,3.9,6829,4186,South,Debit Card,https://dummyimage.com/300x300/2ECC71/ffffff?text=Hom,Best Home product with 20% discount. NutriBullet Blender - High quality product with 3.9 star rating.,True,4
P0066,Preethi Mixer Grinder,Home,18656.91,15,15858.37,5.0,7112,2509,West,UPI,https://dummyimage.com/300x300/2ECC71/ffffff?text=Hom,Best Home product with 15% discount. Preethi Mixer Grinder - High quality product with 5.0 star rating.,True,3
P0067,Philips Iron Box,Home,41304.32,5,39239.11,4.1,4814,1839,North,PayPal,https://dummyimage.com/300x300/2ECC71/ffffff?text=Hom,Best Home product with 5% discount. Philips Iron Box - High quality product with 4.1 star rating.,True,6
P0068,Bajaj Heater,Home,43437.13,20,34749.7,3.5,2203,224,North,COD,https://dummyimage.com/300x300/2ECC71/ffffff?text=Hom,Best Home product with 20% discount. Bajaj Heater - High quality product with 3.5 star rating.,True,1
P0069,Daikin AC,Home,48525.81,50,24262.9,4.4,4010,1634,North,COD,https://dummyimage.com/300x300/2ECC71/ffffff?text=Hom,Best Home product with 50% discount. Daikin AC - High quality product with 4.4 star rating.,True,5
P0070,Havells Ceiling Fan,Home,3762.4,25,2821.8,4.5,9870,1461,Central,UPI,https://dummyimage.com/300x300/2ECC71/ffffff?text=Hom,Best Home product with 25% discount. Havells Ceiling Fan - High quality product with 4.5 star rating.,True,2
P0071,Titan Wall Clock,Home,19514.68,20,15611.74,4.2,6007,2049,East,UPI,https://dummyimage.com/300x300/2ECC71/ffffff?text=Hom,Best Home product with 20% discount. Titan Wall Clock - High quality product with 4.2 star rating.,True,6
P0072,Cotton Curtains,Home,44032.81,35,28621.33,4.4,3429,1575,South,PayPal,https://dummyimage.com/300x300/2ECC71/ffffff?text=Hom,Best Home product with 35% discount. Cotton Curtains - High quality product with 4.4 star rating.,True,6
P0073,Woolen Carpet,Home,41737.2,5,39650.34,4.8,1087,236,Central,COD,https://dummyimage.com/300x300/2ECC71/ffffff?text=Hom,Best Home product with 5% discount. Woolen Carpet - High quality product with 4.8 star rating.,True,5
P0074,Memory Foam Mattress,Home,31395.17,5,29825.41,4.7,6891,1330,South,PayPal,https://dummyimage.com/300x300/2ECC71/ffffff?text=Hom,Best Home product with 5% discount. Memory Foam Mattress - High quality product with 4.7 star rating.,True,3
P0075,Pillow Set,Home,5459.1,5,5186.15,4.0,4271,1359,West,PayPal,https://dummyimage.com/300x300/2ECC71/ffffff?text=Hom,Best Home product with 5% discount. Pillow Set - High quality product with 4.0 star rating.,True,5
P0076,MAC Ruby Woo Lipstick,Beauty,6412.48,45,3526.86,4.9,5459,2833,West,Debit Card,https://dummyimage.com/300x300/F39C12/ffffff?text=Bea,Best Beauty product with 45% discount. MAC Ruby Woo Lipstick - High quality product with 4.9 star rating.,True,2
P0077,Estee Lauder Foundation,Beauty,5042.28,5,4790.17,4.0,3828,4139,East,COD,https://dummyimage.com/300x300/F39C12/ffffff?text=Bea,Best Beauty product with 5% discount. Estee Lauder Foundation - High quality product with 4.0 star rating.,True,3
P0078,Channel No.5 Perfume,Beauty,1282.85,35,833.85,3.8,9921,281,East,COD,https://dummyimage.com/300x300/F39C12/ffffff?text=Bea,Best Beauty product with 35% discount. Channel No.5 Perfume - High quality product with 3.8 star rating.,True,2
P0079,Olay Face Cream,Beauty,4895.1,10,4405.59,3.6,5134,4700,South,UPI,https://dummyimage.com/300x300/F39C12/ffffff?text=Bea,Best Beauty product with 10% discount. Olay Face Cream - High quality product with 3.6 star rating.,True,6
P0080,Dyson Hair Dryer,Beauty,1140.96,40,684.58,4.0,2603,1969,South,UPI,https://dummyimage.com/300x300/F39C12/ffffff?text=Bea,Best Beauty product with 40% discount. Dyson Hair Dryer - High quality product with 4.0 star rating.,True,2
P0081,OPI Nail Polish,Beauty,6435.4,40,3861.24,4.5,6503,4203,Central,Credit Card,https://dummyimage.com/300x300/F39C12/ffffff?text=Bea,Best Beauty product with 40% discount. OPI Nail Polish - High quality product with 4.5 star rating.,True,1
P0082,Dove Shampoo,Beauty,859.23,10,773.31,3.8,312,639,South,Debit Card,https://dummyimage.com/300x300/F39C12/ffffff?text=Bea,Best Beauty product with 10% discount. Dove Shampoo - High quality product with 3.8 star rating.,True,2
P0083,Neutrogena Sunscreen,Beauty,6030.27,50,3015.14,3.9,5136,1647,East,Debit Card,https://dummyimage.com/300x300/F39C12/ffffff?text=Bea,Best Beauty product with 50% discount. Neutrogena Sunscreen - High quality product with 3.9 star rating.,True,2
P0084,Cetaphil Moisturizer,Beauty,2962.34,10,2666.11,3.9,8162,4581,West,PayPal,https://dummyimage.com/300x300/F39C12/ffffff?text=Bea,Best Beauty product with 10% discount. Cetaphil Moisturizer - High quality product with 3.9 star rating.,True,1
P0085,The Ordinary Serum,Beauty,1849.29,45,1017.11,4.3,4642,3597,West,Credit Card,https://dummyimage.com/300x300/F39C12/ffffff?text=Bea,Best Beauty product with 45% discount. The Ordinary Serum - High quality product with 4.3 star rating.,True,3
P0086,Himalaya Face Wash,Beauty,5260.82,5,4997.78,3.6,4216,1494,South,Credit Card,https://dummyimage.com/300x300/F39C12/ffffff?text=Bea,Best Beauty product with 5% discount. Himalaya Face Wash - High quality product with 3.6 star rating.,True,2
P0087,Nivea Body Lotion,Beauty,2413.45,25,1810.09,4.8,1771,3515,East,UPI,https://dummyimage.com/300x300/F39C12/ffffff?text=Bea,Best Beauty product with 25% discount. Nivea Body Lotion - High quality product with 4.8 star rating.,True,1
P0088,Mamaearth Hair Oil,Beauty,2050.37,25,1537.78,3.8,1615,2564,East,Credit Card,https://dummyimage.com/300x300/F39C12/ffffff?text=Bea,Best Beauty product with 25% discount. Mamaearth Hair Oil - High quality product with 3.8 star rating.,True,3
P0089,Pantene Conditioner,Beauty,342.29,20,273.83,5.0,5352,6,South,Debit Card,https://dummyimage.com/300x300/F39C12/ffffff?text=Bea,Best Beauty product with 20% discount. Pantene Conditioner - High quality product with 5.0 star rating.,False,4
P0090,Philips Hair Straightener,Beauty,241.34,25,181.01,3.9,2561,4290,East,PayPal,https://dummyimage.com/300x300/F39C12/ffffff?text=Bea,Best Beauty product with 25% discount. Philips Hair Straightener - High quality product with 3.9 star rating.,True,4
P0091,Dyson Curling Iron,Beauty,1799.6,45,989.78,4.0,8925,225,West,Credit Card,https://dummyimage.com/300x300/F39C12/ffffff?text=Bea,Best Beauty product with 45% discount. Dyson Curling Iron - High quality product with 4.0 star rating.,True,1
P0092,Maybelline Makeup Kit,Beauty,4962.84,25,3722.13,4.4,4244,2027,East,Credit Card,https://dummyimage.com/300x300/F39C12/ffffff?text=Bea,Best Beauty product with 25% discount. Maybelline Makeup Kit - High quality product with 4.4 star rating.,True,2
P0093,Lakme Eyeliner,Beauty,4479.1,45,2463.51,5.0,2070,3714,West,Credit Card,https://dummyimage.com/300x300/F39C12/ffffff?text=Bea,Best Beauty product with 45% discount. Lakme Eyeliner - High quality product with 5.0 star rating.,True,1
P0094,L'Oreal Mascara,Beauty,6129.78,50,3064.89,4.2,3500,3678,North,UPI,https://dummyimage.com/300x300/F39C12/ffffff?text=Bea,Best Beauty product with 50% discount. L'Oreal Mascara - High quality product with 4.2 star rating.,True,4
P0095,Faces Canada Compact Powder,Beauty,3386.44,20,2709.15,4.6,5266,2636,East,COD,https://dummyimage.com/300x300/F39C12/ffffff?text=Bea,Best Beauty product with 20% discount. Faces Canada Compact Powder - High quality product with 4.6 star rating.,True,6
P0096,Kajal,Beauty,575.14,35,373.84,4.7,9454,1315,Central,UPI,https://dummyimage.com/300x300/F39C12/ffffff?text=Bea,Best Beauty product with 35% discount. Kajal - High quality product with 4.7 star rating.,True,3
P0097,Fenty Lip Gloss,Beauty,5143.32,15,4371.82,4.0,1075,2137,South,COD,https://dummyimage.com/300x300/F39C12/ffffff?text=Bea,Best Beauty product with 15% discount. Fenty Lip Gloss - High quality product with 4.0 star rating.,True,1
P0098,Nyx Lip Liner,Beauty,6031.35,0,6031.35,3.8,1258,3055,South,UPI,https://dummyimage.com/300x300/F39C12/ffffff?text=Bea,Best Beauty product with 0% discount. Nyx Lip Liner - High quality product with 3.8 star rating.,True,3
P0099,Biotique Face Pack,Beauty,4434.22,25,3325.67,4.9,1212,2036,East,Debit Card,https://dummyimage.com/300x300/F39C12/ffffff?text=Bea,Best Beauty product with 25% discount. Biotique Face Pack - High quality product with 4.9 star rating.,False,1
P0100,Adidas Football,Sports,7999.54,20,6399.63,4.7,2346,2244,South,PayPal,https://dummyimage.com/300x300/9B59B6/ffffff?text=Spo,Best Sports product with 20% discount. Adidas Football - High quality product with 4.7 star rating.,True,2
P0101,Spalding Basketball,Sports,8749.42,25,6562.06,4.3,6381,3229,Central,UPI,https://dummyimage.com/300x300/9B59B6/ffffff?text=Spo,Best Sports product with 25% discount. Spalding Basketball - High quality product with 4.3 star rating.,True,4
P0102,Wilson Tennis Racket,Sports,19365.48,50,9682.74,4.5,6908,1956,West,PayPal,https://dummyimage.com/300x300/9B59B6/ffffff?text=Spo,Best Sports product with 50% discount. Wilson Tennis Racket - High quality product with 4.5 star rating.,True,5
P0103,Yoga Mat Premium,Sports,20721.93,45,11397.06,4.0,6176,815,South,COD,https://dummyimage.com/300x300/9B59B6/ffffff?text=Spo,Best Sports product with 45% discount. Yoga Mat Premium - High quality product with 4.0 star rating.,True,5
P0104,Bowflex Dumbbells,Sports,3736.17,5,3549.36,4.4,7800,1640,West,COD,https://dummyimage.com/300x300/9B59B6/ffffff?text=Spo,Best Sports product with 5% discount. Bowflex Dumbbells - High quality product with 4.4 star rating.,True,4
P0105,Studds Cycling Helmet,Sports,22993.14,20,18394.51,4.9,5969,127,South,Credit Card,https://dummyimage.com/300x300/9B59B6/ffffff?text=Spo,Best Sports product with 20% discount. Studds Cycling Helmet - High quality product with 4.9 star rating.,True,2
P0106,ASICS Running Shoes,Sports,2002.36,10,1802.13,4.6,3378,3798,East,Credit Card,https://dummyimage.com/300x300/9B59B6/ffffff?text=Spo,Best Sports product with 10% discount. ASICS Running Shoes - High quality product with 4.6 star rating.,True,5
P0107,Speedo Swim Goggles,Sports,4388.36,15,3730.1,3.7,2882,3073,East,UPI,https://dummyimage.com/300x300/9B59B6/ffffff?text=Spo,Best Sports product with 15% discount. Speedo Swim Goggles - High quality product with 3.7 star rating.,True,5
P0108,SG Cricket Bat,Sports,8579.37,15,7292.47,4.7,7980,575,West,Credit Card,https://dummyimage.com/300x300/9B59B6/ffffff?text=Spo,Best Sports product with 15% discount. SG Cricket Bat - High quality product with 4.7 star rating.,True,6
P0109,Prasanna Hockey Stick,Sports,8854.75,5,8412.01,4.2,6500,3601,East,COD,https://dummyimage.com/300x300/9B59B6/ffffff?text=Spo,Best Sports product with 5% discount. Prasanna Hockey Stick - High quality product with 4.2 star rating.,True,3
P0110,Yonex Badminton Racket,Sports,6431.19,40,3858.72,4.2,3582,4381,East,PayPal,https://dummyimage.com/300x300/9B59B6/ffffff?text=Spo,Best Sports product with 40% discount. Yonex Badminton Racket - High quality product with 4.2 star rating.,True,5
P0111,Stag Table Tennis,Sports,13024.79,0,13024.79,4.9,698,4244,West,UPI,https://dummyimage.com/300x300/9B59B6/ffffff?text=Spo,Best Sports product with 0% discount. Stag Table Tennis - High quality product with 4.9 star rating.,True,1
P0112,Everlast Boxing Gloves,Sports,7955.44,30,5568.81,4.1,961,723,Central,Credit Card,https://dummyimage.com/300x300/9B59B6/ffffff?text=Spo,Best Sports product with 30% discount. Everlast Boxing Gloves - High quality product with 4.1 star rating.,True,6
P0113,Skipping Rope,Sports,20963.15,10,18866.84,3.6,5500,3058,South,Debit Card,https://dummyimage.com/300x300/9B59B6/ffffff?text=Spo,Best Sports product with 10% discount. Skipping Rope - High quality product with 3.6 star rating.,True,6
